latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-10.645,21.797,315.9,2.1,1.4,2021-07-07,1145,A,67,6.0NRT,299.5,31.1,D
-10.648,21.778,311.7,2.2,1.4,2021-07-07,1145,A,56,6.0NRT,298.8,21,D
-9.334,31.095,312.5,1.3,1.1,2021-07-07,1145,A,45,6.0NRT,301.1,6.1,D
-10.253,24.675,317.9,1.3,1.1,2021-07-07,1145,A,69,6.0NRT,301.1,16.4,D
-10.254,24.663,312.2,1.3,1.1,2021-07-07,1145,A,50,6.0NRT,300.8,9.1,D
-10.663,21.557,311.5,2.2,1.5,2021-07-07,1145,A,56,6.0NRT,299.9,22.2,D
-9.67,28.763,338.8,1,1,2021-07-07,1145,A,89,6.0NRT,304.2,35.5,D
-9.671,28.754,319.5,1,1,2021-07-07,1145,A,31,6.0NRT,305.2,9.8,D
-9.712,28.47,340.7,1,1,2021-07-07,1145,A,90,6.0NRT,304.9,37.2,D
-9.714,28.461,318.7,1,1,2021-07-07,1145,A,47,6.0NRT,303.2,9.7,D
-11.103,17.798,322.3,4.5,1.9,2021-07-07,1145,A,78,6.0NRT,304.4,95.9,D
-9.228,31.652,312.4,1.4,1.2,2021-07-07,1145,A,40,6.0NRT,300.8,7,D
-9.651,28.826,320.9,1,1,2021-07-07,1145,A,17,6.0NRT,303.9,9.8,D
-10.336,23.892,315.7,1.5,1.2,2021-07-07,1145,A,66,6.0NRT,303.1,11.6,D
-10.782,20.376,311.8,2.8,1.6,2021-07-07,1145,A,59,6.0NRT,298.8,25.7,D
-9.638,28.852,326.1,1,1,2021-07-07,1145,A,80,6.0NRT,303.6,17.8,D
-10.308,24.023,318.4,1.4,1.2,2021-07-07,1145,A,55,6.0NRT,301.3,14.1,D
-10.361,23.615,318.6,1.6,1.2,2021-07-07,1145,A,71,6.0NRT,305.5,15.3,D
-10.363,23.601,319.9,1.6,1.2,2021-07-07,1145,A,73,6.0NRT,304.6,17.2,D
-9.635,28.814,321.5,1,1,2021-07-07,1145,A,37,6.0NRT,302.5,10.2,D
-10.287,24.1,325.4,1.4,1.2,2021-07-07,1145,A,79,6.0NRT,301,29.1,D
-10.289,24.087,333.8,1.4,1.2,2021-07-07,1145,A,86,6.0NRT,300.3,47.6,D
-10.297,24.022,316.9,1.4,1.2,2021-07-07,1145,A,62,6.0NRT,302.4,13.5,D
-10.459,22.767,315.8,1.8,1.3,2021-07-07,1145,A,66,6.0NRT,304.8,18,D
-10.766,20.271,316.7,2.8,1.6,2021-07-07,1145,A,57,6.0NRT,304.1,33.3,D
-10.769,20.245,315.6,2.9,1.6,2021-07-07,1145,A,61,6.0NRT,303.6,26.3,D
-9.32,30.849,322.2,1.3,1.1,2021-07-07,1145,A,74,6.0NRT,300.8,17.5,D
-9.678,28.455,316.5,1,1,2021-07-07,1145,A,50,6.0NRT,303.5,6.6,D
-9.987,26.259,320.6,1.1,1,2021-07-07,1145,A,68,6.0NRT,306.1,9.8,D
-10.002,26.152,319.7,1.1,1,2021-07-07,1145,A,67,6.0NRT,304.1,13.2,D
-10.5,22.342,315.5,1.9,1.4,2021-07-07,1145,A,40,6.0NRT,302.3,17.5,D
-9.793,27.585,313.2,1,1,2021-07-07,1145,A,49,6.0NRT,301.2,7.2,D
-10.384,23.172,316,1.7,1.3,2021-07-07,1145,A,66,6.0NRT,304.3,14.3,D
-10.488,22.34,355.9,1.9,1.4,2021-07-07,1145,A,98,6.0NRT,305.2,178.7,D
-10.49,22.323,325.6,1.9,1.4,2021-07-07,1145,A,75,6.0NRT,300.4,43.2,D
-9.553,29.182,312.2,1,1,2021-07-07,1145,A,58,6.0NRT,298.5,8.3,D
-9.584,28.967,321.4,1,1,2021-07-07,1145,A,75,6.0NRT,306.5,14.6,D
-9.586,28.958,317.3,1,1,2021-07-07,1145,A,69,6.0NRT,303.6,10.7,D
-9.606,28.819,312.9,1,1,2021-07-07,1145,A,31,6.0NRT,300.7,4.6,D
-9.607,28.81,314,1,1,2021-07-07,1145,A,44,6.0NRT,301.6,5.5,D
-9.616,28.755,321.3,1,1,2021-07-07,1145,A,64,6.0NRT,303.1,11,D
-10.02,25.879,321.2,1.1,1.1,2021-07-07,1145,A,72,6.0NRT,305.8,13,D
-10.191,24.594,335.4,1.3,1.1,2021-07-07,1145,A,87,6.0NRT,301.3,45.3,D
-10.354,23.321,327.4,1.6,1.3,2021-07-07,1145,A,76,6.0NRT,304.5,34.1,D
-10.474,22.356,331.4,1.9,1.4,2021-07-07,1145,A,84,6.0NRT,304.7,58.1,D
-10.191,24.6,320.3,1.3,1.1,2021-07-07,1145,A,56,6.0NRT,300.9,17.8,D
-10.386,23.166,316.2,1.7,1.3,2021-07-07,1145,A,55,6.0NRT,304.7,14.4,D
-10.494,22.352,324.6,1.9,1.4,2021-07-07,1145,A,41,6.0NRT,302.1,35,D
-10.496,22.334,343.6,1.9,1.4,2021-07-07,1145,A,92,6.0NRT,303.5,108.3,D
-9.596,28.764,314.6,1,1,2021-07-07,1145,A,53,6.0NRT,302,7,D
-9.654,28.361,355,1,1,2021-07-07,1145,A,97,6.0NRT,308.1,66.8,D
-9.655,28.352,331,1,1,2021-07-07,1145,A,84,6.0NRT,304.7,21.9,D
-10.181,24.598,325.7,1.3,1.1,2021-07-07,1145,A,58,6.0NRT,301.2,25,D
-10.242,24.153,340.3,1.4,1.2,2021-07-07,1145,A,90,6.0NRT,302.3,64.4,D
-10.244,24.14,320.2,1.4,1.2,2021-07-07,1145,A,73,6.0NRT,301.6,20.7,D
-10.352,23.329,318.4,1.6,1.3,2021-07-07,1145,A,59,6.0NRT,301.4,17.1,D
-10.354,23.314,320.6,1.6,1.3,2021-07-07,1145,A,67,6.0NRT,305.6,21.2,D
-10.556,21.779,311.3,2.1,1.4,2021-07-07,1145,A,55,6.0NRT,300.6,16.5,D
-9.645,28.36,360,1,1,2021-07-07,1145,A,99,6.0NRT,306.4,79.7,D
-9.646,28.351,334.5,1,1,2021-07-07,1145,A,86,6.0NRT,308,27.2,D
-9.827,27.079,322.9,1,1,2021-07-07,1145,A,59,6.0NRT,309.5,7.8,D
-10.202,24.365,323.3,1.4,1.2,2021-07-07,1145,A,77,6.0NRT,303.1,23.7,D
-10.204,24.353,324,1.4,1.2,2021-07-07,1145,A,78,6.0NRT,300.8,25.5,D
-10.231,24.151,328,1.4,1.2,2021-07-07,1145,A,82,6.0NRT,302.8,35.1,D
-10.233,24.138,317.9,1.4,1.2,2021-07-07,1145,A,68,6.0NRT,301.9,16.9,D
-10.417,22.754,319.3,1.8,1.3,2021-07-07,1145,A,72,6.0NRT,302.9,24.6,D
-10.469,22.349,326.6,1.9,1.4,2021-07-07,1145,A,31,6.0NRT,303.9,41.8,D
-9.522,29.142,333,1,1,2021-07-07,1145,A,85,6.0NRT,298.2,30.9,D
-10.098,25.058,310.9,1.2,1.1,2021-07-07,1145,A,46,6.0NRT,299.4,8.7,D
-10.158,24.619,333,1.3,1.1,2021-07-07,1145,A,85,6.0NRT,300.4,42.1,D
-10.159,24.607,315.9,1.3,1.1,2021-07-07,1145,A,42,6.0NRT,301.5,12.3,D
-10.275,23.739,349.7,1.5,1.2,2021-07-07,1145,A,95,6.0NRT,301.4,101.2,D
-10.277,23.725,321.6,1.5,1.2,2021-07-07,1145,A,75,6.0NRT,301.1,24.7,D
-10.386,22.897,315.3,1.8,1.3,2021-07-07,1145,A,64,6.0NRT,300.8,17.5,D
-10.388,22.881,324.5,1.8,1.3,2021-07-07,1145,A,78,6.0NRT,301.2,38.1,D
-9.513,29.141,309.9,1,1,2021-07-07,1145,A,45,6.0NRT,297.1,5.9,D
-9.514,29.132,310.3,1,1,2021-07-07,1145,A,48,6.0NRT,297.1,6.1,D
-9.56,28.815,314.1,1,1,2021-07-07,1145,A,63,6.0NRT,302.5,6.6,D
-9.568,28.76,331.2,1,1,2021-07-07,1145,A,84,6.0NRT,299,25.3,D
-9.893,26.476,319.9,1.1,1,2021-07-07,1145,A,69,6.0NRT,306.3,9,D
-9.895,26.466,331.2,1.1,1,2021-07-07,1145,A,83,6.0NRT,305.4,23.1,D
-10.232,23.98,315.3,1.5,1.2,2021-07-07,1145,A,66,6.0NRT,302,12.8,D
-10.261,23.764,318.8,1.5,1.2,2021-07-07,1145,A,72,6.0NRT,302.4,18,D
-10.287,23.57,314.3,1.6,1.2,2021-07-07,1145,A,64,6.0NRT,301.4,9.8,D
-10.377,22.782,314.3,1.8,1.3,2021-07-07,1145,A,61,6.0NRT,300.6,16.4,D
-10.379,22.766,317,1.8,1.3,2021-07-07,1145,A,69,6.0NRT,302.5,21.5,D
-10.411,22.517,315.4,1.9,1.3,2021-07-07,1145,A,63,6.0NRT,302.1,17.8,D
-9.553,28.739,330.8,1,1,2021-07-07,1145,A,79,6.0NRT,305.2,22.7,D
-10.222,23.897,317.8,1.5,1.2,2021-07-07,1145,A,70,6.0NRT,300.7,15.2,D
-10.223,23.883,311.9,1.5,1.2,2021-07-07,1145,A,27,6.0NRT,301.7,6.4,D
-10.485,21.828,316,2.1,1.4,2021-07-07,1145,A,67,6.0NRT,298.8,30.2,D
-9.241,30.761,334,1.2,1.1,2021-07-07,1145,A,85,6.0NRT,303.1,36.9,D
-9.243,30.749,330.4,1.2,1.1,2021-07-07,1145,A,82,6.0NRT,302,31,D
-9.808,26.887,317.1,1,1,2021-07-07,1145,A,62,6.0NRT,305.3,5.4,D
-9.809,26.878,317.3,1,1,2021-07-07,1145,A,62,6.0NRT,306.2,6.1,D
-10.635,20.478,319,2.7,1.6,2021-07-07,1145,A,73,6.0NRT,301.3,51,D
-10.638,20.453,312.8,2.7,1.6,2021-07-07,1145,A,57,6.0NRT,297.7,28.3,D
-9.258,30.582,320.2,1.2,1.1,2021-07-07,1145,A,71,6.0NRT,301.2,16.5,D
-9.911,26.072,314.6,1.1,1,2021-07-07,1145,A,58,6.0NRT,301.7,6.2,D
-10.2,23.894,314.7,1.5,1.2,2021-07-07,1145,A,47,6.0NRT,301.8,10.6,D
-10.23,23.662,321.3,1.5,1.2,2021-07-07,1145,A,75,6.0NRT,303,22.4,D
-10.242,23.564,315.8,1.6,1.2,2021-07-07,1145,A,67,6.0NRT,303.2,12.6,D
-9.262,30.494,316,1.2,1.1,2021-07-07,1145,A,64,6.0NRT,301.9,9.8,D
-9.414,29.487,327.4,1.1,1,2021-07-07,1145,A,81,6.0NRT,301.4,23,D
-9.416,29.478,346.7,1.1,1,2021-07-07,1145,A,94,6.0NRT,304,56,D
-9.849,26.46,322.7,1.1,1,2021-07-07,1145,A,71,6.0NRT,304.1,14,D
-9.85,26.45,319.2,1.1,1,2021-07-07,1145,A,58,6.0NRT,304.8,10.1,D
-10.086,24.693,319.4,1.3,1.1,2021-07-07,1145,A,69,6.0NRT,300,16.8,D
-10.087,24.682,334.9,1.3,1.1,2021-07-07,1145,A,87,6.0NRT,299.7,44.6,D
-10.203,23.784,354.3,1.5,1.2,2021-07-07,1145,A,97,6.0NRT,303.9,118,D
-10.205,23.77,321.6,1.5,1.2,2021-07-07,1145,A,75,6.0NRT,302.4,22.6,D
-10.219,23.66,314.1,1.5,1.2,2021-07-07,1145,A,33,6.0NRT,301.2,9.5,D
-10.298,23.029,312.7,1.7,1.3,2021-07-07,1145,A,38,6.0NRT,301,12.1,D
-10.3,23.014,312.8,1.7,1.3,2021-07-07,1145,A,50,6.0NRT,299.8,13.4,D
-9.261,30.488,313.6,1.2,1.1,2021-07-07,1145,A,37,6.0NRT,303.3,6.6,D
-9.726,27.283,317.6,1,1,2021-07-07,1145,A,66,6.0NRT,306.5,9.6,D
-9.727,27.274,323.3,1,1,2021-07-07,1145,A,75,6.0NRT,306.3,15.5,D
-9.843,26.453,325.5,1.1,1,2021-07-07,1145,A,78,6.0NRT,303.3,19.3,D
-10.088,24.688,336,1.3,1.1,2021-07-07,1145,A,88,6.0NRT,301.2,46.2,D
-10.09,24.676,317.6,1.3,1.1,2021-07-07,1145,A,57,6.0NRT,299.5,14.7,D
-10.227,23.67,314.3,1.5,1.2,2021-07-07,1145,A,30,6.0NRT,302.1,9.6,D
-10.229,23.656,319.6,1.5,1.2,2021-07-07,1145,A,73,6.0NRT,302.8,18.4,D
-10.242,23.558,316.6,1.6,1.2,2021-07-07,1145,A,67,6.0NRT,302.9,13.3,D
-10.646,20.474,319.5,2.7,1.6,2021-07-07,1145,A,73,6.0NRT,302.7,52.5,D
-9.688,27.483,321.7,1,1,2021-07-07,1145,A,70,6.0NRT,299.7,13.6,D
-9.689,27.474,318.2,1,1,2021-07-07,1145,A,68,6.0NRT,298.7,10.7,D
-10.127,24.324,312.6,1.4,1.2,2021-07-07,1145,A,30,6.0NRT,300.8,9.8,D
-10.129,24.312,313.9,1.4,1.2,2021-07-07,1145,A,47,6.0NRT,299.4,12.1,D
-10.144,24.199,341.1,1.4,1.2,2021-07-07,1145,A,91,6.0NRT,301,66.6,D
-10.199,23.792,325.2,1.5,1.2,2021-07-07,1145,A,80,6.0NRT,301.7,28.4,D
-10.201,23.778,352.2,1.5,1.2,2021-07-07,1145,A,96,6.0NRT,304.1,108.9,D
-10.302,23.024,314.2,1.7,1.3,2021-07-07,1145,A,59,6.0NRT,300.1,15,D
-9.085,31.526,323.6,1.4,1.2,2021-07-07,1145,A,74,6.0NRT,301,24.7,D
-9.087,31.513,313.7,1.4,1.2,2021-07-07,1145,A,46,6.0NRT,301.5,10.5,D
-9.664,27.59,314.6,1,1,2021-07-07,1145,A,36,6.0NRT,300.8,6.4,D
-9.665,27.581,318.7,1,1,2021-07-07,1145,A,65,6.0NRT,300.2,10.3,D
-10.033,24.94,315,1.3,1.1,2021-07-07,1145,A,65,6.0NRT,300.2,13.1,D
-10.035,24.929,309.2,1.3,1.1,2021-07-07,1145,A,38,6.0NRT,297.7,7.2,D
-10.117,24.323,314,1.4,1.2,2021-07-07,1145,A,58,6.0NRT,300.4,12.2,D
-10.119,24.31,315.8,1.4,1.2,2021-07-07,1145,A,63,6.0NRT,298.2,15.1,D
-10.134,24.197,323.2,1.4,1.2,2021-07-07,1145,A,77,6.0NRT,301.2,27,D
-10.286,23.053,311.7,1.7,1.3,2021-07-07,1145,A,25,6.0NRT,301.6,9.4,D
-10.339,22.655,313.1,1.8,1.3,2021-07-07,1145,A,56,6.0NRT,301.6,14.7,D
-9.253,30.345,314.6,1.2,1.1,2021-07-07,1145,A,45,6.0NRT,303.6,7.1,D
-9.466,28.899,322.5,1,1,2021-07-07,1145,A,76,6.0NRT,302.3,15.1,D
-9.49,28.733,320.9,1,1,2021-07-07,1145,A,66,6.0NRT,303.6,13.7,D
-9.679,27.416,336.5,1,1,2021-07-07,1145,A,87,6.0NRT,304.7,26.8,D
-9.68,27.407,328.7,1,1,2021-07-07,1145,A,81,6.0NRT,305.3,17,D
-9.227,30.45,329.3,1.2,1.1,2021-07-07,1145,A,82,6.0NRT,304.7,26.8,D
-9.727,27.012,355.4,1,1,2021-07-07,1145,A,98,6.0NRT,310.3,63.1,D
-9.895,25.807,332,1.1,1.1,2021-07-07,1145,A,84,6.0NRT,302.6,31.8,D
-10.19,23.608,314.4,1.5,1.2,2021-07-07,1145,A,65,6.0NRT,303.3,11.7,D
-9.662,27.405,331.3,1,1,2021-07-07,1145,A,83,6.0NRT,303.1,21.1,D
-10.113,24.116,319.5,1.4,1.2,2021-07-07,1145,A,69,6.0NRT,301.7,18.3,D
-10.114,24.103,318.4,1.4,1.2,2021-07-07,1145,A,61,6.0NRT,301.9,16.4,D
-10.236,23.171,313.3,1.7,1.3,2021-07-07,1145,A,62,6.0NRT,302.7,13.2,D
-10.297,22.7,312,1.8,1.3,2021-07-07,1145,A,55,6.0NRT,300.5,13.6,D
-10.104,24.102,333.5,1.4,1.2,2021-07-07,1145,A,86,6.0NRT,302,45.3,D
-10.105,24.089,321.9,1.4,1.2,2021-07-07,1145,A,70,6.0NRT,299.8,21.6,D
-10.555,20.513,322.6,2.7,1.6,2021-07-07,1145,A,66,6.0NRT,302.9,53.2,D
-10.558,20.488,323.5,2.7,1.6,2021-07-07,1145,A,72,6.0NRT,301.3,57.8,D
-9.763,26.559,319.8,1.1,1,2021-07-07,1145,A,65,6.0NRT,302.9,10.5,D
-10.298,22.497,314.9,1.9,1.3,2021-07-07,1145,A,50,6.0NRT,301.2,16.2,D
-10.3,22.48,319,1.9,1.3,2021-07-07,1145,A,59,6.0NRT,303.2,23.8,D
-10.307,22.428,317.2,1.9,1.3,2021-07-07,1145,A,69,6.0NRT,301.7,24,D
-9.158,30.64,314.6,1.2,1.1,2021-07-07,1145,A,40,6.0NRT,302.1,8.1,D
-9.16,30.629,350.5,1.2,1.1,2021-07-07,1145,A,95,6.0NRT,302.6,75.5,D
-9.425,28.865,319.2,1,1,2021-07-07,1145,A,72,6.0NRT,302.8,9.6,D
-9.426,28.855,326.8,1,1,2021-07-07,1145,A,80,6.0NRT,304.6,18.3,D
-9.434,28.8,317.7,1,1,2021-07-07,1145,A,63,6.0NRT,301.1,9.3,D
-10.286,22.496,314.8,1.9,1.3,2021-07-07,1145,A,41,6.0NRT,299.9,16.2,D
-10.288,22.478,330.7,1.9,1.3,2021-07-07,1145,A,84,6.0NRT,303.2,57.1,D
-10.53,20.485,342.3,2.7,1.6,2021-07-07,1145,A,92,6.0NRT,303.1,170.8,D
-9.135,30.727,330.1,1.2,1.1,2021-07-07,1145,A,82,6.0NRT,303.8,28.8,D
-9.15,30.627,329.7,1.2,1.1,2021-07-07,1145,A,82,6.0NRT,300.6,29,D
-9.497,28.305,326.9,1,1,2021-07-07,1145,A,80,6.0NRT,302.1,20.5,D
-9.498,28.295,319.3,1,1,2021-07-07,1145,A,70,6.0NRT,302.7,12.1,D
-10.08,24.033,312.9,1.4,1.2,2021-07-07,1145,A,50,6.0NRT,300.4,10.2,D
-10.356,21.826,316,2.1,1.4,2021-07-07,1145,A,68,6.0NRT,299.6,29.7,D
-10.513,20.508,326.3,2.7,1.6,2021-07-07,1145,A,81,6.0NRT,299.5,77.3,D
-10.516,20.483,350.1,2.7,1.6,2021-07-07,1145,A,95,6.0NRT,301.2,241.9,D
-9.132,30.731,326.7,1.2,1.1,2021-07-07,1145,A,72,6.0NRT,304.5,22.6,D
-9.134,30.72,320.9,1.2,1.1,2021-07-07,1145,A,47,6.0NRT,303.9,14.9,D
-9.488,28.297,328,1,1,2021-07-07,1145,A,81,6.0NRT,301.8,21.5,D
-9.628,27.319,324.1,1,1,2021-07-07,1145,A,76,6.0NRT,306,13.2,D
-10.293,22.49,332.5,1.9,1.3,2021-07-07,1145,A,85,6.0NRT,302.1,63.6,D
-9.737,26.481,313.2,1.1,1,2021-07-07,1145,A,26,6.0NRT,301.1,5.3,D
-9.738,26.471,315.3,1.1,1,2021-07-07,1145,A,47,6.0NRT,301.6,7.9,D
-9.797,26.053,312.9,1.1,1,2021-07-07,1145,A,32,6.0NRT,301.5,5.4,D
-9.869,25.532,324.8,1.2,1.1,2021-07-07,1145,A,78,6.0NRT,301,22.2,D
-10.076,24.026,319.3,1.4,1.2,2021-07-07,1145,A,73,6.0NRT,301.1,20.2,D
-9.623,27.225,332.3,1,1,2021-07-07,1145,A,82,6.0NRT,303.5,23,D
-9.624,27.216,331.5,1,1,2021-07-07,1145,A,79,6.0NRT,307.4,22.1,D
-10.163,23.291,311,1.6,1.3,2021-07-07,1145,A,56,6.0NRT,300.2,11.1,D
-10.355,21.819,316,2.1,1.4,2021-07-07,1145,A,68,6.0NRT,299.4,30.8,D
-10.523,20.502,350.2,2.7,1.6,2021-07-07,1145,A,95,6.0NRT,302.5,238.8,D
-10.526,20.477,345.2,2.7,1.6,2021-07-07,1145,A,93,6.0NRT,303,198.5,D
-9.615,27.214,337.4,1,1,2021-07-07,1145,A,88,6.0NRT,308.1,29.3,D
-9.617,27.205,341.7,1,1,2021-07-07,1145,A,91,6.0NRT,306.1,36.5,D
-10.177,23.095,317.7,1.7,1.3,2021-07-07,1145,A,71,6.0NRT,301.8,21.8,D
-10.233,22.669,319.3,1.8,1.3,2021-07-07,1145,A,71,6.0NRT,306.8,25.8,D
-10.02,24.201,321,1.4,1.2,2021-07-07,1145,A,75,6.0NRT,302,22.5,D
-10.022,24.188,317.8,1.4,1.2,2021-07-07,1145,A,71,6.0NRT,301.5,17.3,D
-10.03,24.124,311.1,1.4,1.2,2021-07-07,1145,A,54,6.0NRT,300.9,8.1,D
-10.039,24.06,321.3,1.4,1.2,2021-07-07,1145,A,76,6.0NRT,300.8,23,D
-10.249,22.449,323.5,1.9,1.3,2021-07-07,1145,A,78,6.0NRT,301.1,41.2,D
-10.251,22.432,331.9,1.9,1.3,2021-07-07,1145,A,85,6.0NRT,300.3,67.4,D
-9.574,27.376,325.7,1,1,2021-07-07,1145,A,52,6.0NRT,302.8,14.4,D
-9.575,27.367,338,1,1,2021-07-07,1145,A,88,6.0NRT,304.4,31.4,D
-10.028,24.059,314.6,1.4,1.2,2021-07-07,1145,A,31,6.0NRT,300.9,11.3,D
-10.116,23.389,311.5,1.6,1.2,2021-07-07,1145,A,53,6.0NRT,301.1,10,D
-10.794,17.825,318.4,4.4,1.9,2021-07-07,1145,A,62,6.0NRT,305.6,59.4,D
-9.565,27.375,324.1,1,1,2021-07-07,1145,A,67,6.0NRT,301,13.8,D
-10.083,23.559,321.8,1.6,1.2,2021-07-07,1145,A,67,6.0NRT,302.7,22.3,D
-10.105,23.388,313.7,1.6,1.2,2021-07-07,1145,A,64,6.0NRT,300.1,13.8,D
-10.126,23.226,313.3,1.6,1.3,2021-07-07,1145,A,61,6.0NRT,300.1,13.1,D
-9.191,29.875,322,1.1,1.1,2021-07-07,1145,A,74,6.0NRT,301.5,16.8,D
-9.193,29.864,320.4,1.1,1.1,2021-07-07,1145,A,72,6.0NRT,301.3,15.2,D
-9.555,27.382,332.2,1,1,2021-07-07,1145,A,83,6.0NRT,299.3,23.3,D
-9.556,27.373,362.1,1,1,2021-07-07,1145,A,100,6.0NRT,303.9,84.7,D
-9.675,26.521,340.4,1.1,1,2021-07-07,1145,A,90,6.0NRT,305.5,38.7,D
-9.677,26.511,333.7,1.1,1,2021-07-07,1145,A,85,6.0NRT,304.8,28.4,D
-9.749,25.985,317.7,1.1,1,2021-07-07,1145,A,68,6.0NRT,302.1,11.8,D
-10.073,23.543,320.2,1.6,1.2,2021-07-07,1145,A,67,6.0NRT,301.9,19.3,D
-10.075,23.529,316.3,1.6,1.2,2021-07-07,1145,A,44,6.0NRT,303.3,13.3,D
-10.163,22.84,313,1.8,1.3,2021-07-07,1145,A,31,6.0NRT,302.9,13.5,D
-10.506,20.034,317.8,2.9,1.6,2021-07-07,1145,A,62,6.0NRT,305.4,38.2,D
-9.339,28.817,319.5,1,1,2021-07-07,1145,A,59,6.0NRT,305.8,7.4,D
-9.547,27.372,328.4,1,1,2021-07-07,1145,A,80,6.0NRT,300.1,18.7,D
-9.666,26.519,325.6,1.1,1,2021-07-07,1145,A,70,6.0NRT,301.9,18.2,D
-9.757,25.853,324.2,1.1,1.1,2021-07-07,1145,A,34,6.0NRT,306.8,16.6,D
-10.223,22.269,341.9,1.9,1.4,2021-07-07,1145,A,91,6.0NRT,301.3,106.1,D
-10.225,22.251,423.5,2,1.4,2021-07-07,1145,A,100,6.0NRT,314,1112.6,D
-10.227,22.233,339.3,2,1.4,2021-07-07,1145,A,90,6.0NRT,303.4,95.2,D
-10.479,20.138,322.8,2.9,1.6,2021-07-07,1145,A,77,6.0NRT,304.6,63.8,D
-10.482,20.111,321.3,2.9,1.6,2021-07-07,1145,A,76,6.0NRT,305.3,54.7,D
-10.733,17.899,314.4,4.3,1.9,2021-07-07,1145,A,66,6.0NRT,302.1,50.2,D
-9.749,25.841,322.3,1.1,1.1,2021-07-07,1145,A,38,6.0NRT,304.1,13.4,D
-9.758,25.78,314.4,1.1,1.1,2021-07-07,1145,A,27,6.0NRT,304.3,6.5,D
-10.465,20.136,361.5,2.9,1.6,2021-07-07,1145,A,100,6.0NRT,306.2,382.9,D
-10.468,20.109,366.6,2.9,1.6,2021-07-07,1145,A,100,6.0NRT,306.9,454.9,D
-9.754,25.774,319,1.1,1.1,2021-07-07,1145,A,67,6.0NRT,303.9,11.7,D
-10.052,23.606,313.4,1.5,1.2,2021-07-07,1145,A,63,6.0NRT,302.1,10.2,D
-10.234,22.247,314.6,2,1.4,2021-07-07,1145,A,34,6.0NRT,301.1,17.3,D
-9.52,27.372,319.3,1,1,2021-07-07,1145,A,68,6.0NRT,307,8.9,D
-9.585,26.913,317.5,1,1,2021-07-07,1145,A,61,6.0NRT,305.1,6.2,D
-9.647,26.472,317,1.1,1,2021-07-07,1145,A,57,6.0NRT,301,8.9,D
-10.112,23.081,312.6,1.7,1.3,2021-07-07,1145,A,61,6.0NRT,300,13,D
-10.22,22.263,380.1,1.9,1.4,2021-07-07,1145,A,100,6.0NRT,303.9,388,D
-10.222,22.245,414.7,2,1.4,2021-07-07,1145,A,100,6.0NRT,313.7,918.5,D
-10.506,20.029,319.2,2.9,1.6,2021-07-07,1145,A,71,6.0NRT,305.1,45.3,D
-9.1,30.2,311.9,1.2,1.1,2021-07-07,1145,A,34,6.0NRT,300.6,7.1,D
-9.172,29.713,322.8,1.1,1,2021-07-07,1145,A,75,6.0NRT,301.5,16.8,D
-9.643,26.433,330.2,1.1,1,2021-07-07,1145,A,82,6.0NRT,301.4,25.2,D
-10.478,20.132,343.8,2.9,1.6,2021-07-07,1145,A,92,6.0NRT,305.4,199.9,D
-10.482,20.106,325,2.9,1.6,2021-07-07,1145,A,79,6.0NRT,304.8,71.1,D
-8.91,31.396,347.9,1.4,1.2,2021-07-07,1145,A,94,6.0NRT,308.3,74.1,D
-9.683,26.081,313.8,1.1,1,2021-07-07,1145,A,48,6.0NRT,302.4,6.4,D
-10.113,22.892,324.2,1.7,1.3,2021-07-07,1145,A,73,6.0NRT,303.3,30.1,D
-10.232,21.971,314,2.1,1.4,2021-07-07,1145,A,64,6.0NRT,299.7,23.2,D
-10.464,20.131,363.9,2.9,1.6,2021-07-07,1145,A,100,6.0NRT,306.8,417.2,D
-10.467,20.104,349.1,2.9,1.6,2021-07-07,1145,A,95,6.0NRT,305.6,246.7,D
-10.731,17.895,314,4.3,1.9,2021-07-07,1145,A,65,6.0NRT,302.2,45.8,D
-9.609,26.544,322.4,1,1,2021-07-07,1145,A,74,6.0NRT,302.2,16.7,D
-10.003,23.641,317.4,1.5,1.2,2021-07-07,1145,A,71,6.0NRT,303.3,15.9,D
-10.005,23.628,317.6,1.5,1.2,2021-07-07,1145,A,71,6.0NRT,302.9,16.7,D
-10.101,22.891,361,1.7,1.3,2021-07-07,1145,A,100,6.0NRT,304.4,182.4,D
-10.185,22.241,326.5,2,1.4,2021-07-07,1145,A,65,6.0NRT,303.5,43.9,D
-10.548,19.313,341.5,3.4,1.7,2021-07-07,1145,A,91,6.0NRT,298.8,237.3,D
-8.996,30.692,313.9,1.2,1.1,2021-07-07,1145,A,50,6.0NRT,300.4,9.6,D
-9.399,27.963,318.4,1,1,2021-07-07,1145,A,55,6.0NRT,301.9,10.4,D
-9.532,27.028,324.2,1,1,2021-07-07,1145,A,72,6.0NRT,309.6,10.9,D
-10.007,23.529,313.6,1.6,1.2,2021-07-07,1145,A,58,6.0NRT,302.1,11.6,D
-10.035,23.314,322,1.6,1.2,2021-07-07,1145,A,76,6.0NRT,300.9,29.6,D
-10.037,23.299,312,1.6,1.3,2021-07-07,1145,A,59,6.0NRT,299.8,12,D
-10.09,22.889,326.8,1.7,1.3,2021-07-07,1145,A,56,6.0NRT,301.2,39.3,D
-10.092,22.874,332.7,1.7,1.3,2021-07-07,1145,A,78,6.0NRT,300.2,56.3,D
